Title.1;Title.2;Title.3;Title.4;Date;DiaSemana
Scorpion; Temporada 2; Área 51;;miércoles, 2 de noviembre de 2016;4
Scorpion; Temporada 2; Tren loco;;martes, 1 de noviembre de 2016;3
Scorpion; Temporada 2; Tecnología, drogas y rocanrol; Parte 2;martes, 1 de noviembre de 2016;3
El lobo de Wall Street;;;;martes, 1 de noviembre de 2016;3
Scorpion; Temporada 2; Tecnología, drogas y rocanrol; Parte 1;martes, 1 de noviembre de 2016;3
Scorpion; Temporada 2; Superdivertidos;;martes, 1 de noviembre de 2016;3
Scorpion; Temporada 2; Robots;;martes, 1 de noviembre de 2016;3
Scorpion; Temporada 2; Pringao;;lunes, 31 de octubre de 2016;2
Scorpion; Temporada 2; Cuba Libre;;sábado, 29 de octubre de 2016;7
Scorpion; Temporada 2; El satélite del amor;;viernes, 28 de octubre de 2016;6
Scorpion; Temporada 1; Postales desde el risco;;viernes, 28 de octubre de 2016;6
Scorpion; Temporada 1; El suspenso;;viernes, 28 de octubre de 2016;6
Scorpion; Temporada 1; Encrucijadas;;viernes, 28 de octubre de 2016;6
The Client List; Temporada 1; Dar vuelta a la página;;jueves, 27 de octubre de 2016;5
Scorpion; Temporada 1; La chispa de un corazón joven;;jueves, 27 de octubre de 2016;5
La propuesta;;;;jueves, 27 de octubre de 2016;5
The Client List; Temporada 1; La exfoliación azucarada;;jueves, 27 de octubre de 2016;5
Iverson;;;;miércoles, 26 de octubre de 2016;4
Niñeras para adultos;;;;miércoles, 26 de octubre de 2016;4
The Killing; Temporada 1; La jaula;;martes, 25 de octubre de 2016;3
The Killing; Temporada 1; Piloto;;lunes, 24 de octubre de 2016;2
Scorpion; Temporada 1; Si no te hace más fuerte, te mata;;sábado, 22 de octubre de 2016;7
Scorpion; Temporada 1; Hacia el sur;;viernes, 21 de octubre de 2016;6
Scorpion; Temporada 1; El Crucero del Amor;;viernes, 21 de octubre de 2016;6
La chica del dragón tatuado;;;;viernes, 21 de octubre de 2016;6
8 Mile - Calle de las ilusiones;;;;jueves, 20 de octubre de 2016;5
(Dis)Honesty - The Truth About Lies;;;;jueves, 20 de octubre de 2016;5
El marginal; Temporada 1; Capítulo 13;;miércoles, 19 de octubre de 2016;4
El marginal; Temporada 1; Capítulo 12;;miércoles, 19 de octubre de 2016;4
El marginal; Temporada 1; Capítulo 11;;miércoles, 19 de octubre de 2016;4
El marginal; Temporada 1; Capítulo 10;;miércoles, 19 de octubre de 2016;4
El marginal; Temporada 1; Capítulo 9;;martes, 18 de octubre de 2016;3
El marginal; Temporada 1; Capítulo 8;;martes, 18 de octubre de 2016;3
El marginal; Temporada 1; Capítulo 7;;martes, 18 de octubre de 2016;3
El marginal; Temporada 1; Capítulo 6;;martes, 18 de octubre de 2016;3
El marginal; Temporada 1; Capítulo 5;;martes, 18 de octubre de 2016;3
El marginal; Temporada 1; Capítulo 4;;martes, 18 de octubre de 2016;3
El marginal; Temporada 1; Capítulo 3;;lunes, 17 de octubre de 2016;2
Scorpion; Temporada 1; No me olvides;;viernes, 14 de octubre de 2016;6
El marginal; Temporada 1; Capítulo 2;;viernes, 14 de octubre de 2016;6
El marginal; Temporada 1; Capítulo 1;;viernes, 14 de octubre de 2016;6
Scorpion; Temporada 1; Adivina, adivinanza;;jueves, 13 de octubre de 2016;5
Mi abuelo es un peligro;;;;jueves, 13 de octubre de 2016;5
Scorpion; Temporada 1; Pantalla de la muerte;;martes, 11 de octubre de 2016;3
Scorpion; Temporada 1; Dominó;;martes, 11 de octubre de 2016;3
Scorpion; Temporada 1; Venganza;;lunes, 10 de octubre de 2016;2
Scorpion; Temporada 1; Piloto;;lunes, 10 de octubre de 2016;2
